GID,DDP,DDP_year,DHS,DHS_year,MAT,DIAMETRE,STATUT_OBJET,LNG,age
410037580,1994-01-01T00:00:00.000Z,1994,,,PEHD,90,EN SERVICE,7.224,11667
410037581,1994-01-01T00:00:00.000Z,1994,,,PEHD,90,EN SERVICE,24.018,11667
410037582,1994-01-01T00:00:00.000Z,1994,,,PEHD,90,EN SERVICE,60.614,11667
410037584,1949-01-01T00:00:00.000Z,1949,2020-11-23T23:00:00.000Z,2020,FTG,80,ABANDONNE,4.115,26260
410037585,1949-01-01T00:00:00.000Z,1949,2020-11-23T23:00:00.000Z,2020,FTG,60,ABANDONNE,19.612,26260
410037586,1994-01-01T00:00:00.000Z,1994,,,PEHD,90,EN SERVICE,7.469,11667
410849544,2015-05-26T00:00:00.000Z,2015,,,FTVI,250,EN SERVICE,6.276,3852
410037589,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,6.199,13493
410037591,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,21.971,28103
410037592,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,41.034,28103
410809499,2007-01-01T00:00:00.000Z,2007,,,FT,150,EN SERVICE,74.324,6919
410809500,2007-01-01T00:00:00.000Z,2007,,,FT,150,EN SERVICE,82.167,6919
410037980,1949-01-01T00:00:00.000Z,1949,2013-10-22T07:34:45.000Z,2013,FTG,60,ABANDONNE,166.919,23670
410037981,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:29.000Z,2013,FTG,60,ABANDONNE,71.813,23686
410037982,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:08.000Z,2013,FTG,60,ABANDONNE,67.282,23686
410037983,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:08.000Z,2013,FTG,60,ABANDONNE,68.238,23686
410037984,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:08.000Z,2013,FTG,60,ABANDONNE,64.05,23686
410037985,1949-01-01T00:00:00.000Z,1949,2013-11-07T13:59:47.000Z,2013,FTG,60,ABANDONNE,86.44,23686
410037986,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:08.000Z,2013,FTG,80,ABANDONNE,26.814,23686
410037987,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:08.000Z,2013,FTG,80,ABANDONNE,50.174,23686
410037988,1949-01-01T00:00:00.000Z,1949,2013-11-07T14:00:28.000Z,2013,FTG,80,ABANDONNE,20.966,23686
410037989,1949-01-01T00:00:00.000Z,1949,2013-11-07T13:59:47.000Z,2013,FTG,80,ABANDONNE,122.933,23686
410037990,1949-01-01T00:00:00.000Z,1949,2024-08-13T22:00:00.000Z,2024,FTG,80,ABANDONNE,41.573,27618
410037991,1949-01-01T00:00:00.000Z,1949,2024-08-13T22:00:00.000Z,2024,FTG,80,ABANDONNE,75.967,27618
410037992,1949-01-01T00:00:00.000Z,1949,2024-08-13T22:00:00.000Z,2024,FTG,80,ABANDONNE,6.198,27618
410037993,1949-01-01T00:00:00.000Z,1949,2024-08-13T22:00:00.000Z,2024,FTG,60,ABANDONNE,20.343,27618
410037994,1960-01-01T00:00:00.000Z,1960,2024-08-13T22:00:00.000Z,2024,POLY,32,ABANDONNE,3.723,23601
410037995,1960-01-01T00:00:00.000Z,1960,2024-08-13T22:00:00.000Z,2024,POLY,32,ABANDONNE,12.055,23601
410036850,1959-01-01T00:00:00.000Z,1959,2003-12-31T23:00:00.000Z,2003,FTG,150,ABANDONNE,9.602,16436
410036852,1996-01-01T00:00:00.000Z,1996,2005-06-01T12:53:54.000Z,2005,FT,150,ABANDONNE,24.5,3439
410036853,1949-01-01T00:00:00.000Z,1949,2018-10-10T22:00:00.000Z,2018,FTG,125,ABANDONNE,60.847,25484
410036855,1961-01-01T00:00:00.000Z,1961,2018-10-10T22:00:00.000Z,2018,FTG,80,ABANDONNE,14.816,21101
410036856,1961-01-01T00:00:00.000Z,1961,2018-10-10T22:00:00.000Z,2018,FTG,80,ABANDONNE,100.603,21101
410036857,1995-01-01T00:00:00.000Z,1995,2018-10-10T22:00:00.000Z,2018,FT,80,ABANDONNE,7.7,8683
410036858,1995-01-01T00:00:00.000Z,1995,2018-10-10T22:00:00.000Z,2018,FT,125,ABANDONNE,0.776,8683
410036859,1972-01-01T00:00:00.000Z,1972,2018-08-01T22:00:00.000Z,2018,FT,150,ABANDONNE,19.035,17014
410036861,1995-01-01T00:00:00.000Z,1995,2018-08-01T22:00:00.000Z,2018,FT,150,ABANDONNE,1.904,8613
410036862,1995-01-01T00:00:00.000Z,1995,2018-08-01T22:00:00.000Z,2018,FT,80,ABANDONNE,2.475,8613
410036864,1995-01-01T00:00:00.000Z,1995,,,FT,150,EN SERVICE,5.658,11302
410036865,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,3.039,11302
410036866,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,12.041,11302
410036867,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,12.264,11302
410036868,1995-01-01T00:00:00.000Z,1995,,,FT,80,EN SERVICE,24.0,11302
410036871,1971-01-01T00:00:00.000Z,1971,,,FT,100,EN SERVICE,4.849,20068
410036873,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,169.0,11302
410847994,1967-01-01T00:00:00.000Z,1967,,,FT,200,EN SERVICE,78.011,21529
410037223,1970-01-01T00:00:00.000Z,1970,,,FT,150,EN SERVICE,205.103,20433
410037224,1970-01-01T00:00:00.000Z,1970,,,FT,150,EN SERVICE,7.932,20433
410037225,1970-01-01T00:00:00.000Z,1970,,,FT,150,EN SERVICE,12.103,20433
410037226,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,50.094,20433
410037227,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,8.499,28103
410037228,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,6.173,28103
410037229,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,125.112,28103
410037230,1949-01-01T00:00:00.000Z,1949,,,POLY,51,EN SERVICE,54.566,28103
410037231,1970-01-01T00:00:00.000Z,1970,,,FT,200,EN SERVICE,90.331,20433
410037233,1958-01-01T00:00:00.000Z,1958,2017-02-13T23:00:00.000Z,2017,FTG,200,ABANDONNE,164.417,21594
410037234,1958-01-01T00:00:00.000Z,1958,2017-02-07T23:00:00.000Z,2017,FTG,200,ABANDONNE,20.694,21588
410819486,2017-02-08T00:00:00.000Z,2017,,,FT,200,EN SERVICE,1.64,3228
410037236,1974-01-01T00:00:00.000Z,1974,,,FT,150,EN SERVICE,127.567,18972
410037237,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,11.743,25181
410037593,1988-01-01T00:00:00.000Z,1988,,,FT,200,EN SERVICE,21.322,13859
410037594,1988-01-01T00:00:00.000Z,1988,,,FT,200,EN SERVICE,134.528,13859
410037596,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,37.063,28103
410037597,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,11.952,28103
410037598,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,20.423,28103
410037599,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,43.705,28103
410037600,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,13.944,28103
410037601,1988-01-01T00:00:00.000Z,1988,,,FT,200,EN SERVICE,11.5,13859
410037602,1988-01-01T00:00:00.000Z,1988,,,FT,200,EN SERVICE,4.619,13859
410037603,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,17.868,28103
410037605,1949-01-01T00:00:00.000Z,1949,,,FTG,200,EN SERVICE,27.291,28103
410037611,1970-01-01T00:00:00.000Z,1970,,,FT,300,EN SERVICE,114.356,20433
410037998,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,19.064,28103
410038001,1977-01-01T00:00:00.000Z,1977,,,FT,150,EN SERVICE,19.467,17876
410038002,1949-01-01T00:00:00.000Z,1949,,,FTG,125,EN SERVICE,12.509,28103
410038003,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,69.145,28103
410038004,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,4.798,28103
410038005,1965-01-01T00:00:00.000Z,1965,,,FT,125,EN SERVICE,3.994,22259
410038007,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,10.743,18607
410038008,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,135.374,18607
410038010,1970-01-01T00:00:00.000Z,1970,,,FT,250,EN SERVICE,37.635,20433
410038013,1965-01-01T00:00:00.000Z,1965,,,FT,400,EN SERVICE,2.37,22259
410038014,1965-01-01T00:00:00.000Z,1965,,,FT,400,EN SERVICE,5.1,22259
410038015,1949-01-01T00:00:00.000Z,1949,2006-04-13T13:38:32.000Z,2006,FTG,80,ABANDONNE,10.859,20921
410038017,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,15.159,18607
410038018,1949-01-01T00:00:00.000Z,1949,2006-05-10T12:57:43.000Z,2006,FTG,80,ABANDONNE,112.452,20948
410038019,1984-01-01T00:00:00.000Z,1984,,,FT,250,EN SERVICE,31.452,15320
410038020,1984-01-01T00:00:00.000Z,1984,,,FT,250,EN SERVICE,29.118,15320
410038022,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,25.455,28103
410036874,1987-01-01T00:00:00.000Z,1987,,,FT,150,EN SERVICE,18.259,14224
410036875,1987-01-01T00:00:00.000Z,1987,,,FT,150,EN SERVICE,12.657,14224
410036877,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,5.32,20433
410036878,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,9.665,11302
410036879,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,90.022,11302
410036881,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,8.35,25181
410036884,1949-01-01T00:00:00.000Z,1949,2007-02-01T09:27:01.000Z,2007,FTG,80,ABANDONNE,19.921,21215
410036886,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,28.49,25181
410036887,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,28.446,25181
410036888,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,25.796,18607
410036889,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,22.985,18607
410036890,1949-01-01T00:00:00.000Z,1949,2007-08-03T13:42:09.000Z,2007,FTG,150,ABANDONNE,11.707,21398
410036891,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,24.691,18607
410036893,1980-01-01T00:00:00.000Z,1980,,,FT,100,EN SERVICE,11.372,16781
410036894,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,8.432,18607
410036895,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,149.115,18607
410036897,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,8.789,11302
410036898,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,185.383,11302
410037238,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,106.243,25181
410037239,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,75.554,25181
410037240,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,86.673,25181
410037241,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,90.711,25181
410037242,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,5.673,25181
410037243,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,30.908,25181
410037244,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,46.585,25181
410037245,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,5.688,25181
410037246,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,5.199,25181
410037247,1954-01-01T00:00:00.000Z,1954,,,FTG,200,EN SERVICE,252.216,26277
410037248,1954-01-01T00:00:00.000Z,1954,,,FTG,200,EN SERVICE,27.25,26277
410037249,1954-01-01T00:00:00.000Z,1954,,,FTG,200,EN SERVICE,12.234,26277
410037250,1954-01-01T00:00:00.000Z,1954,,,FTG,200,EN SERVICE,101.992,26277
410037252,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,8.44,20433
410037253,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,10.729,28103
410037615,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,106.733,22990
410037616,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,3.343,22990
410849546,2015-05-26T00:00:00.000Z,2015,,,FTVI,250,EN SERVICE,13.649,3852
410037620,1989-01-01T00:00:00.000Z,1989,,,FT,200,EN SERVICE,1.156,13493
410037621,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,6.316,24086
410037623,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,3.95,11667
410849548,2015-05-26T00:00:00.000Z,2015,,,FT,250,EN SERVICE,23.991,3852
410037626,1949-01-01T00:00:00.000Z,1949,2018-11-28T23:00:00.000Z,2018,FTG,150,ABANDONNE,68.82,25534
410037628,1994-01-01T00:00:00.000Z,1994,,,FT,100,EN SERVICE,168.209,11667
410037630,1949-01-01T00:00:00.000Z,1949,2018-11-28T23:00:00.000Z,2018,FTG,150,ABANDONNE,10.218,25534
410037631,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,16.079,18607
410037632,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,55.95,18607
410037633,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,95.996,18607
410037634,1975-01-01T00:00:00.000Z,1975,,,FT,150,EN SERVICE,6.97,18607
410037639,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,7.422,28103
410038023,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,5.452,28103
410038024,1963-01-01T00:00:00.000Z,1963,,,FT,100,EN SERVICE,16.643,22990
410038025,1963-01-01T00:00:00.000Z,1963,,,FT,100,EN SERVICE,6.234,22990
410038026,1963-01-01T00:00:00.000Z,1963,,,FT,100,EN SERVICE,106.485,22990
410038027,1949-01-01T00:00:00.000Z,1949,2006-07-27T13:25:48.000Z,2006,FTG,100,ABANDONNE,22.264,21026
410038028,1949-01-01T00:00:00.000Z,1949,2006-07-27T13:25:53.000Z,2006,FTG,80,ABANDONNE,183.591,21026
410038029,1971-01-01T00:00:00.000Z,1971,,,FT,100,EN SERVICE,119.776,20068
410038032,1949-01-01T00:00:00.000Z,1949,2006-07-27T13:26:25.000Z,2006,FTG,80,ABANDONNE,30.904,21026
410038033,1974-01-01T00:00:00.000Z,1974,,,FT,150,EN SERVICE,8.683,18972
410038034,1974-01-01T00:00:00.000Z,1974,,,FT,150,EN SERVICE,36.903,18972
410038036,1962-01-01T00:00:00.000Z,1962,,,FTG,100,EN SERVICE,68.537,23355
410038038,1984-01-01T00:00:00.000Z,1984,,,FT,150,EN SERVICE,14.388,15320
410038039,1984-01-01T00:00:00.000Z,1984,,,FT,150,EN SERVICE,138.238,15320
410038040,1984-01-01T00:00:00.000Z,1984,,,FT,150,EN SERVICE,38.229,15320
410038043,1984-01-01T00:00:00.000Z,1984,,,FT,150,EN SERVICE,8.415,15320
410038044,1984-01-01T00:00:00.000Z,1984,,,FT,150,EN SERVICE,96.044,15320
410036899,1995-01-01T00:00:00.000Z,1995,2004-12-31T23:00:00.000Z,2004,FT,200,ABANDONNE,6.059,3653
410036900,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,200,ABANDONNE,48.143,20454
410036901,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,200,ABANDONNE,41.082,20454
410036902,1949-01-01T00:00:00.000Z,1949,2004-12-31T23:00:00.000Z,2004,FTG,200,ABANDONNE,5.322,20454
410036903,1995-01-01T00:00:00.000Z,1995,,,FT,150,EN SERVICE,12.862,11302
410036904,1980-01-01T00:00:00.000Z,1980,,,FT,150,EN SERVICE,151.858,16781
410036905,1995-01-01T00:00:00.000Z,1995,,,FT,150,EN SERVICE,15.514,11302
410036906,1980-01-01T00:00:00.000Z,1980,,,FT,150,EN SERVICE,150.299,16781
410036907,1995-01-01T00:00:00.000Z,1995,,,FT,80,EN SERVICE,88.0,11302
410036908,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,7.291,28103
410036910,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,10.193,28103
410036912,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,76.447,11302
410036913,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,6.622,28103
410036914,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,14.178,11302
410036915,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,119.4,11302
410036916,1995-01-01T00:00:00.000Z,1995,,,FT,100,EN SERVICE,129.0,11302
410037261,1957-01-01T00:00:00.000Z,1957,,,FTG,150,EN SERVICE,2.706,25181
410037262,1949-01-01T00:00:00.000Z,1949,,,FTG,60,EN SERVICE,4.94,28103
410037267,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,239.185,28103
410037268,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,16.864,28103
410037274,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,10.517,28103
410037278,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,8.358,28103
410037279,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,9.782,28103
410037280,1949-01-01T00:00:00.000Z,1949,,,FTG,80,EN SERVICE,19.582,28103
410037281,1959-01-01T00:00:00.000Z,1959,,,FTG,150,EN SERVICE,15.266,24451
410037282,1959-01-01T00:00:00.000Z,1959,,,FTG,100,EN SERVICE,26.265,24451
410037283,1959-01-01T00:00:00.000Z,1959,,,FTG,100,EN SERVICE,14.007,24451
410037284,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,17.016,24086
410037285,1960-01-01T00:00:00.000Z,1960,,,POLY,36,EN SERVICE,29.814,24086
410037640,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,35.928,13493
410037641,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,64.277,13493
410037643,1989-01-01T00:00:00.000Z,1989,,,FT,100,EN SERVICE,6.659,13493
410037644,1966-01-01T00:00:00.000Z,1966,,,FT,200,EN SERVICE,1.803,21894
410037645,1966-01-01T00:00:00.000Z,1966,,,FT,200,EN SERVICE,14.556,21894
410037646,1985-01-01T00:00:00.000Z,1985,,,FT,100,EN SERVICE,79.851,14954
410037648,1966-01-01T00:00:00.000Z,1966,,,FT,150,EN SERVICE,33.85,21894
410922191,1900-01-01T00:00:00.000Z,1900,,,AUTRE,0,EN SERVICE,50.148,46000
410037652,1975-01-01T00:00:00.000Z,1975,,,FT,100,EN SERVICE,58.363,18607
410810151,2015-02-27T00:00:00.000Z,2015,,,PEHD,63,EN SERVICE,90.997,3940
410810175,1991-01-01T00:00:00.000Z,1991,,,FT,100,EN SERVICE,6.499,12763
410810176,1991-01-01T00:00:00.000Z,1991,2015-03-19T23:00:00.000Z,2015,FT,100,ABANDONNE,5.222,8844
410037662,1949-01-01T00:00:00.000Z,1949,2021-02-01T23:00:00.000Z,2021,FTG,100,ABANDONNE,12.347,26330
410037666,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,19.642,22990
410037667,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,78.94,22990
410038055,1985-01-01T00:00:00.000Z,1985,,,FT,150,EN SERVICE,309.001,14954
410038057,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,112.947,17876
410038058,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,31.757,17876
410038061,1976-01-01T00:00:00.000Z,1976,,,FT,100,EN SERVICE,34.038,18242
410038063,1976-01-01T00:00:00.000Z,1976,,,FT,100,EN SERVICE,8.95,18242
410038064,1976-01-01T00:00:00.000Z,1976,,,FT,100,EN SERVICE,8.437,18242
410038065,1974-01-01T00:00:00.000Z,1974,,,FT,150,EN SERVICE,115.353,18972
410038066,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,10.427,28103
410038067,1974-01-01T00:00:00.000Z,1974,,,FT,150,EN SERVICE,53.428,18972
410038068,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,511.399,18972
410038069,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,11.093,18972
410038070,1985-01-01T00:00:00.000Z,1985,,,FT,150,EN SERVICE,10.012,14954
410038071,1977-01-01T00:00:00.000Z,1977,,,FT,150,EN SERVICE,14.992,17876
410036925,1972-01-01T00:00:00.000Z,1972,,,FT,150,EN SERVICE,71.838,19703
410036926,1972-01-01T00:00:00.000Z,1972,,,FT,150,EN SERVICE,7.519,19703
410036927,1972-01-01T00:00:00.000Z,1972,,,FT,150,EN SERVICE,34.53,19703
410036929,1972-01-01T00:00:00.000Z,1972,,,FT,150,EN SERVICE,8.531,19703
410036930,1974-01-01T00:00:00.000Z,1974,,,FT,250,EN SERVICE,7.865,18972
410036931,1974-01-01T00:00:00.000Z,1974,,,FT,250,EN SERVICE,7.446,18972
410036932,1974-01-01T00:00:00.000Z,1974,,,FT,250,EN SERVICE,8.897,18972
410036935,1971-01-01T00:00:00.000Z,1971,,,FT,150,EN SERVICE,7.66,20068
410036936,1971-01-01T00:00:00.000Z,1971,,,FT,150,EN SERVICE,3.719,20068
410036938,1981-01-01T00:00:00.000Z,1981,,,FT,250,EN SERVICE,5.658,16415
410036939,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,175.695,28103
410036940,1967-01-01T00:00:00.000Z,1967,,,FT,200,EN SERVICE,6.771,21529
410036941,1968-01-01T00:00:00.000Z,1968,,,FT,300,EN SERVICE,113.113,21164
410036942,1968-01-01T00:00:00.000Z,1968,,,FT,300,EN SERVICE,22.119,21164
410036943,1968-01-01T00:00:00.000Z,1968,,,FT,300,EN SERVICE,3.177,21164
410036944,1968-01-01T00:00:00.000Z,1968,,,FT,300,EN SERVICE,3.311,21164
410036945,2011-01-01T00:00:00.000Z,2011,,,FT,300,EN SERVICE,13.212,5458
410853341,1989-01-01T00:00:00.000Z,1989,2020-12-15T23:00:00.000Z,2020,FT,80,ABANDONNE,3.8,11672
410037289,1954-01-01T00:00:00.000Z,1954,,,FTG,100,EN SERVICE,13.758,26277
410037290,1954-01-01T00:00:00.000Z,1954,,,FTG,200,EN SERVICE,38.475,26277
410037291,1954-01-01T00:00:00.000Z,1954,,,FTG,200,EN SERVICE,102.704,26277
410037293,1954-01-01T00:00:00.000Z,1954,2020-12-13T23:00:00.000Z,2020,FTG,200,ABANDONNE,105.953,24454
410853343,2020-12-16T00:00:00.000Z,2020,,,FT,100,EN SERVICE,0.919,1821
410037295,1954-01-01T00:00:00.000Z,1954,2020-12-20T23:00:00.000Z,2020,FTG,100,ABANDONNE,10.873,24461
410037296,1954-01-01T00:00:00.000Z,1954,2015-06-09T22:00:00.000Z,2015,FTG,100,ABANDONNE,28.266,22439
410037297,1954-01-01T00:00:00.000Z,1954,2015-06-09T22:00:00.000Z,2015,FTG,100,ABANDONNE,62.863,22439
410037298,1954-01-01T00:00:00.000Z,1954,2015-06-09T22:00:00.000Z,2015,FTG,100,ABANDONNE,37.693,22439
410037299,1954-01-01T00:00:00.000Z,1954,2015-06-09T22:00:00.000Z,2015,FTG,125,ABANDONNE,23.727,22439
410853344,2020-12-07T00:00:00.000Z,2020,,,FT,100,EN SERVICE,2.099,1830
410037301,1954-01-01T00:00:00.000Z,1954,,,FTG,100,EN SERVICE,179.432,26277
410037304,1954-01-01T00:00:00.000Z,1954,,,FTG,80,EN SERVICE,102.126,26277
410037305,1954-01-01T00:00:00.000Z,1954,,,FTG,80,EN SERVICE,74.041,26277
410037306,1954-01-01T00:00:00.000Z,1954,,,FTG,80,EN SERVICE,9.223,26277
410037307,1954-01-01T00:00:00.000Z,1954,,,FTG,80,EN SERVICE,14.821,26277
410037668,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,24.232,22990
410037670,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,105.204,22990
410037671,1949-01-01T00:00:00.000Z,1949,2015-02-04T23:00:00.000Z,2015,FTG,300,ABANDONNE,67.187,24141
410933726,2016-10-14T00:00:00.000Z,2016,,,FT,200,EN SERVICE,3.087,3345
410037673,1949-01-01T00:00:00.000Z,1949,2022-11-21T23:00:00.000Z,2022,ACIE,300,ABANDONNE,0.959,26988
410037674,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,0.834,22990
410933923,1980-01-01T00:00:00.000Z,1980,,,FTG,150,EN SERVICE,184.181,16781
410037681,1949-01-01T00:00:00.000Z,1949,2022-11-21T23:00:00.000Z,2022,FTG,300,ABANDONNE,24.691,26988
410037682,1949-01-01T00:00:00.000Z,1949,2022-11-21T23:00:00.000Z,2022,FTG,300,ABANDONNE,3.114,26988
410037689,1970-01-01T00:00:00.000Z,1970,,,FT,300,EN SERVICE,26.944,20433
410037692,1965-01-01T00:00:00.000Z,1965,,,FT,300,EN SERVICE,16.523,22259
410037693,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,7.59,28103
410037694,1949-01-01T00:00:00.000Z,1949,,,FTG,150,EN SERVICE,14.729,28103
410037695,1963-01-01T00:00:00.000Z,1963,,,FT,300,EN SERVICE,42.304,22990
410037696,1970-01-01T00:00:00.000Z,1970,,,FT,300,EN SERVICE,106.406,20433
410038072,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,12.884,17876
410038073,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,53.675,17876
410038074,1977-01-01T00:00:00.000Z,1977,,,FT,100,EN SERVICE,71.778,17876
410038075,1977-01-01T00:00:00.000Z,1977,,,FT,80,EN SERVICE,78.005,17876
410038076,1977-01-01T00:00:00.000Z,1977,,,FT,80,EN SERVICE,27.786,17876
410038077,1977-01-01T00:00:00.000Z,1977,,,FT,80,EN SERVICE,36.146,17876
410038078,1977-01-01T00:00:00.000Z,1977,,,FT,80,EN SERVICE,26.322,17876
410038079,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,92.155,18972
410038080,1974-01-01T00:00:00.000Z,1974,,,FT,100,EN SERVICE,6.702,18972
410038081,1949-01-01T00:00:00.000Z,1949,,,FTG,40,EN SERVICE,164.538,28103
410038082,1960-01-01T00:00:00.000Z,1960,,,POLY,32,EN SERVICE,6.678,24086
410038085,1973-01-01T00:00:00.000Z,1973,,,FT,100,EN SERVICE,16.033,19337
410038086,1973-01-01T00:00:00.000Z,1973,,,FT,100,EN SERVICE,183.437,19337
410038088,1949-01-01T00:00:00.000Z,1949,2015-05-26T22:00:00.000Z,2015,FTG,200,ABANDONNE,54.039,24251
410038089,1949-01-01T00:00:00.000Z,1949,2015-05-26T22:00:00.000Z,2015,FTG,200,ABANDONNE,19.927,24251
410038090,1949-01-01T00:00:00.000Z,1949,2015-05-26T22:00:00.000Z,2015,FTG,200,ABANDONNE,22.607,24251
410036946,2011-01-01T00:00:00.000Z,2011,,,FT,300,EN SERVICE,21.686,5458
410036949,1968-01-01T00:00:00.000Z,1968,,,FT,300,EN SERVICE,14.691,21164
